<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number0.jpg"></img><br>nulla,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number0.jpg"></img><br>zero
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number1.jpg"></img><br>egy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number1.jpg"></img><br>one
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number2.jpg"></img><br>kettő,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number2.jpg"></img><br>two
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number3.jpg"></img><br>három,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number3.jpg"></img><br>three
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number4.jpg"></img><br>négy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number4.jpg"></img><br>four
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number5.jpg"></img><br>öt,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number5.jpg"></img><br>five
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number6.jpg"></img><br>hat,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number6.jpg"></img><br>six
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number7.jpg"></img><br>hét,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number7.jpg"></img><br>seven
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number8.jpg"></img><br>nyolc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number8.jpg"></img><br>eight
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number9.jpg"></img><br>kilenc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number9.jpg"></img><br>nine
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number10.jpg"></img><br>tíz,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number10.jpg"></img><br>ten
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number11.jpg"></img><br>tizenegy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number11.jpg"></img><br>eleven
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number12.jpg"></img><br>tizenkettő,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number12.jpg"></img><br>twelve
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number13.jpg"></img><br>tizenhárom,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number13.jpg"></img><br>thirteen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number14.jpg"></img><br>tizennégy,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number14.jpg"></img><br>fourteen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number15.jpg"></img><br>tizenöt,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number15.jpg"></img><br>fifteen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number16.jpg"></img><br>tizenhat,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number16.jpg"></img><br>sixteen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number17.jpg"></img><br>tizenhét,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number17.jpg"></img><br>seventeen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number18.jpg"></img><br>tizennyolc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number18.jpg"></img><br>eighteen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number19.jpg"></img><br>tizenkilenc,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number19.jpg"></img><br>nineteen
<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number20.jpg"></img><br>húsz,<img src="https://www.kidsmathgamesonline.com/images/pictures/numbers600/number20.jpg"></img><br>twenty
